COMID:,5781477
0.0,20900.0,57600.0,77700.0,121800.0
STAGE:
0.0,18.870000000000001,28.960000000000001,32.719999999999999,39.630000000000003
PROFILE:,13.894788309999999
DISCHARGE:
0.0,20900.0,57600.0,77700.0,121800.0
STAGE:
0.0,19.359999999999999,29.550000000000001,33.630000000000003,41.009999999999998
PROFILE:,14.58961251
DISCHARGE:
0.0,20900.0,57600.0,77700.0,121800.0
STAGE:
0.0,19.57,30.030000000000001,34.030000000000001,41.009999999999998
PROFILE:,15.22812302
DISCHARGE:
0.0,20900.0,57600.0,77700.0,121800.0
STAGE:
0.0,19.43,30.059999999999999,34.039999999999999,40.840000000000003
PROFILE:,15.892631160000001
DISCHARGE:
0.0,20900.0,57600.0,77700.0,121800.0
STAGE:
0.0,19.199999999999999,29.949999999999999,33.920000000000002,40.609999999999999
PROFILE:,17.932206310000002
DISCHARGE:
0.0,20900.0,57600.0,77700.0,121800.0
STAGE:
0.0,15.17,25.940000000000001,29.850000000000001,36.420000000000002
PROFILE:,18.30696584
DISCHARGE:
0.0,20900.0,57600.0,77700.0,121800.0
STAGE:
0.0,15.300000000000001,25.949999999999999,29.850000000000001,36.399999999999999
PROFILE:,18.771559530000001
DISCHARGE:
0.0,20900.0,57600.0,77700.0,121800.0
STAGE:
0.0,15.720000000000001,26.199999999999999,30.07,36.579999999999998
PROFILE:,18.836640670000001
DISCHARGE:
0.0,20900.0,57600.0,77700.0,121800.0
STAGE:
0.0,16.41,26.510000000000002,30.32,36.770000000000003
PROFILE:,19.282313179999999
DISCHARGE:
0.0,20900.0,57600.0,77700.0,121800.0
STAGE:
0.0,18.23,27.390000000000001,31.0,37.149999999999999
XSAPPROX:
DISCHARGE:
0.0,17.7688,101.563,279.544,571.451,993.104,1557.91,2277.59,3162.62,4222.53,5466.03,6901.21,8535.59,10376.2,12429.8,14702.7,17200.8,19929.8,22895.2,26102.2,29555.9,33261.0,37222.2,41444.0,45930.8,50686.6,55715.7,61022.0,66609.1,72481.0,78641.2,85093.2,91840.6,98886.5,106234.0,113887.0,121849.0,130121.0,138708.0,147612.0,156836.0,166384.0,176256.0,186457.0,196990.0,207855.0,219057.0,230598.0,242479.0,254705.0,267276.0,280195.0,293466.0,307089.0,321067.0,335402.0,350097.0,365154.0,380574.0,396360.0,412514.0,429038.0,445934.0,463203.0,480849.0,498872.0,517274.0,536058.0,555226.0,574778.0,594717.0,615045.0,635763.0,656873.0,678378.0,700277.0,722574.0,745270.0,768367.0,791865.0,815767.0,840075.0,864789.0
STAGE:
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0
HAND:
DISCHARGE:
0,134,427,885,1514,2316,3290,4438,5813,7457,9354,11507,13913,16548,19413,22552,25961,29673,33738,38076,42615,47385,52416,57786,63602,69906,76523,83388,90885,99070,107570,116481,126370,137535,149730,162743,176447,191113,207025,224409,243226,263467,285649,309359,334164,359805,386156,413246,440718
STAGE:
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0
SPRNT:
DISCHARGE:
600.34939189884403,900.52408784826605,1200.6987837976881,1500.87347974711,1801.0481756965321,2101.222871645954,2401.3975675953761,2701.5722635447983,3001.7469594942199,3301.9216554436421,3602.0963513930642,3902.2710473424859,4202.445743291908,4502.6204392413301,4802.7951351907523,5102.9698311401744,5403.1445270895965,5703.3192230390177,6003.4939189884399,6303.668614937862,6603.8433108872841,6904.0180068367063,7204.1927027861284,7504.3673987355505,7804.5420946849717,8104.7167906343939,8404.891486583816,8705.066182533239,9005.2408784826603,9305.4155744320815,9605.5902703815045,9905.7649663309257,10205.939662280349,10506.11435822977,10806.289054179193,11106.463750128614,11406.638446078035,11706.813142027459,12006.98783797688,12307.162533926303,12607.337229875724,12907.511925825147,13207.686621774568,13507.861317723989,13808.036013673413,14108.210709622834,14408.385405572257,14708.560101521678,15008.734797471101,15308.909493420522,15609.084189369943,15909.258885319367,16209.433581268788,16509.608277218209,16809.782973167632,17109.957669117055,17410.132365066478,17710.307061015897,18010.481756965321,18310.656452914744,18610.831148864163,18911.005844813586,19211.180540763009,19511.355236712432,19811.529932661851,20111.704628611275,20411.879324560698,20712.054020510117,21012.22871645954,21312.403412408963,21612.578108358386,21912.752804307805,22212.927500257229,22513.102196206652,22813.276892156071,23113.451588105494,23413.626284054917,23713.80098000434,24013.975675953759,24314.150371903183,24614.325067852606,24914.499763802025,25214.674459751448,25514.849155700871,25815.023851650294,26115.198547599713,26415.373243549137,26715.54793949856,27015.722635447979,27315.897331397402,27616.072027346825,27916.246723296248,28216.421419245667,28516.596115195091,28816.770811144514,29116.945507093933,29417.120203043356,29717.294898992779,30017.469594942202,30317.644290891621,30617.818986841045,30917.993682790468,31218.168378739887,31518.34307468931,31818.517770638733,32118.692466588156,32418.867162537575,32719.041858486999,33019.216554436418,33319.391250385845,33619.565946335264,33919.740642284683,34219.91533823411,34520.090034183529,34820.264730132956,35120.439426082376,35420.614122031795,35720.788817981222,36020.963513930641,36321.13820988006,36621.312905829487,36921.487601778907,37221.662297728326,37521.836993677753,37822.011689627172,38122.186385576591,38422.361081526018,38722.535777475437,39022.710473424864,39322.885169374284,39623.059865323703,39923.23456127313,40223.409257222549,40523.583953171968,40823.758649121395,41123.933345070815,41424.108041020234,41724.282736969661,42024.45743291908,42324.632128868499,42624.806824817926,42924.981520767346,43225.156216716772,43525.330912666192,43825.505608615611,44125.680304565038,44425.855000514457,44726.029696463876,45026.204392413303,45326.379088362723,45626.553784312142,45926.728480261569,46226.903176210988,46527.077872160407,46827.252568109834,47127.427264059254,47427.60196000868,47727.7766559581,48027.951351907519,48328.126047856946,48628.300743806365,48928.475439755784,49228.650135705211,49528.824831654631,49828.99952760405,50129.174223553477,50429.348919502896,50729.523615452315,51029.698311401742,51329.873007351162,51630.047703300588,51930.222399250008,52230.397095199427,52530.571791148854,52830.746487098273,53130.921183047692,53431.095878997119,53731.270574946539,54031.445270895958,54331.619966845385,54631.794662794804,54931.969358744223,55232.14405469365,55532.31875064307,55832.493446592496,56132.668142541916,56432.842838491335,56733.017534440762,57033.192230390181,57333.3669263396,57633.541622289027,57933.716318238447,58233.891014187866,58534.065710137293,58834.240406086712,59134.415102036139,59434.589797985558,59734.764493934978,60034.939189884404,60335.113885833824
STAGE:
2.4348130700400001,3.0373229318399999,3.5450329218400003,3.9911648258799999,4.3943505343199991,4.7633958217199996,5.10761827368,5.4304627722000003,5.7351281362799993,6.0256301140799993,6.3033400967200004,6.5692259320000002,6.823605861399999,7.0669359216800007,7.2997968215199993,7.5227167761600002,7.7368736071600015,7.9432417239999999,8.1421656148799997,8.3339569596,8.5189274379599986,8.6985009345200002,8.8738257432799994,9.0450593445600003,9.2123493761600006,9.3758237908400002,9.5356203838799996,9.6921459794399993,9.8456597638800005,9.9962503198799997,10.144002949279999,10.2889931114,10.431292984720001,10.57102067948,10.708579738999999,10.8440948352,10.977615180679999,11.109186707200001,11.238855346519999,11.366663749559999,11.492651286399999,11.61700496492,11.740000375679999,11.861670327080001,11.982041065840001,12.10114211952,12.218999734840001,12.33564015852,12.451086356440001,12.565371137,12.67859620624,12.79078453004,12.90196235512,13.01214608568,13.121348845080002,13.229587037519998,13.3368770672,13.443235338320003,13.54866513172,13.6531008306,13.756535873279997,13.858980102279999,13.960449921799999,14.060951893519999,14.160502421639999,14.25910806784,14.356781955480001,14.453533927080001,14.5493935102,14.644505061799999,14.738914513640001,14.83262186572,14.9256402414,15.017969640680001,15.109626467759998,15.20061072264,15.290932247840001,15.380594324200001,15.469606794240001,15.55797621964,15.645709162080001,15.732808902399999,15.819288563959999,15.905144865919997,15.99039093164,16.07502676112,16.159058916039999,16.242493958080001,16.325331887240001,16.407582546039997,16.489245934480003,16.5703253334,16.650797776920001,16.730676388399999,16.809961167840001,16.888658676919999,16.966772196480001,17.0443082882,17.121270232919997,17.197661311480001,17.273488085559997,17.348753836,17.423461843640002,17.497618670159998,17.571306336559999,17.644652795599999,17.71766460896,17.79034505748,17.862690860320001,17.934708579159999,18.006401494840002,18.07776960736,18.148816197559999,18.21954126544,18.289951372680001,18.360043238439999,18.42982670524,18.4992952114,18.568497969519999,18.637497315559997,18.706299811200001,18.774908737280001,18.843320812960002,18.911539319080003,18.979567536479998,19.047405465160001,19.115059666800001,19.182523579720002,19.249807046440001,19.316906786120001,19.383826079600002,19.450564926879998,19.517126608799998,19.583481597799999,19.64961348968,19.715525565279997,19.781217824600002,19.84669026764,19.911946175240001,19.976985547400002,20.041808384119999,20.106414685399997,20.17080773208,20.234987524160001,20.298950780799998,20.362704063679999,20.426247372799999,20.48957742732,20.552700788919999,20.615624019279998,20.678347118400001,20.740873367120003,20.8031994846,20.865328751679996,20.92725788752,20.988993453799999,21.050532169679997,21.111877316000001,21.173022331079999,21.233977057440001,21.294734933400001,21.355295958959999,21.415663414960001,21.47584058224,21.535817618279999,21.595578118880002,21.655115522359996,21.714436390400003,21.773534161319997,21.83241211596,21.891070254319999,21.9495085764,22.007727082199999,22.065729052559998,22.123511206640003,22.18107354444,22.238422627640002,22.295548613720001,22.352461345200002,22.409154260400001,22.465633920999998,22.521893765319998,22.57791738916,22.63369823084,22.689236290359997,22.744534848559997,22.799590624599997,22.854403618479999,22.90898039188,22.963317663960002,23.017412153880002,23.071273704160003,23.124895753120001,23.178281581599997,23.231431189599999,23.284344577119999,23.337025024999999,23.389469252400001,23.44168054016,23.493662169119997

