Stage_Height_ft_,Discharge_cfs_,RiverStation,XSID
29.54,29726.2793,1566218,18365
29.56,30144.01953,1566218,18365
29.57,30282.60938,1566218,18365
29.57,30335.03906,1566218,18365
29.57,30337.86914,1566218,18365
29.58,30350.32031,1566218,18365
29.58,30354.88086,1566218,18365
29.58,30364.33984,1566218,18365
29.58,30375.16992,1566218,18365
29.58,30381.9707,1566218,18365
29.58,30387.24023,1566218,18365
29.58,30402.16016,1566218,18365
29.58,30415.59961,1566218,18365
29.58,30428.83008,1566218,18365
29.58,30436.32031,1566218,18365
29.58,30463.78906,1566218,18365
29.59,30574.65039,1566218,18365
29.6,30728.43945,1566218,18365
29.61,31017.33008,1566218,18365
29.61,31071.83984,1566218,18365
29.62,31100.81055,1566218,18365
29.61,31127.28906,1566218,18365
29.62,31428.24023,1566218,18365
29.66,31947.03906,1566218,18365
29.67,32111.46094,1566218,18365
0,0,1566333,18364
23.11,6637.117188,1566333,18364
23.11,6666.532227,1566333,18364
23.11,6667.645996,1566333,18364
23.11,6668.555176,1566333,18364
23.11,6673.559082,1566333,18364
23.11,6677.288086,1566333,18364
23.11,6679.249023,1566333,18364
23.11,6680.53418,1566333,18364
23.11,6680.826172,1566333,18364
23.11,6681.085938,1566333,18364
23.11,6681.88916,1566333,18364
23.11,6682.638184,1566333,18364
23.11,6682.746094,1566333,18364
23.11,6682.757813,1566333,18364
23.11,6683.381836,1566333,18364
23.11,6683.493164,1566333,18364
23.11,6683.64502,1566333,18364
23.11,6684.160156,1566333,18364
23.11,6684.236816,1566333,18364
23.11,6684.391113,1566333,18364
23.11,6684.870117,1566333,18364
23.11,6685.584961,1566333,18364
23.11,6686.016113,1566333,18364
23.11,6686.057129,1566333,18364
23.11,6686.756836,1566333,18364
23.11,6686.791016,1566333,18364
23.11,6686.925781,1566333,18364
23.11,6687.719238,1566333,18364
23.11,6693.266113,1566333,18364
23.11,6695.03418,1566333,18364
23.11,6723.349121,1566333,18364
23.11,6802.201172,1566333,18364
23.11,6893.420898,1566333,18364
23.12,7059.975098,1566333,18364
23.11,7108.234863,1566333,18364
23.11,7256.785156,1566333,18364
23.11,7257.018066,1566333,18364
23.11,7318.414063,1566333,18364
23.12,7377.291016,1566333,18364
23.12,7409.437988,1566333,18364
23.12,7517.273926,1566333,18364
23.12,7525.36377,1566333,18364
23.13,7933.032227,1566333,18364
23.13,8085.362793,1566333,18364
23.13,8110.765137,1566333,18364
23.12,8826.021484,1566333,18364
23.14,8904.884766,1566333,18364
23.14,9076.118164,1566333,18364
23.16,9980.094727,1566333,18364
23.16,10067.0498,1566333,18364
23.16,10139.33008,1566333,18364
23.15,10170.41992,1566333,18364
23.16,10390.87012,1566333,18364
23.16,10440.09961,1566333,18364
23.16,10464.23047,1566333,18364
23.16,10495.33008,1566333,18364
23.17,10812.5498,1566333,18364
23.2,12201.23047,1566333,18364
23.25,14142.69043,1566333,18364
23.33,17273.69922,1566333,18364
23.44,20965.85938,1566333,18364
23.52,23498.91992,1566333,18364
23.58,25113.44922,1566333,18364
23.62,26192.91992,1566333,18364
23.63,26386.53906,1566333,18364
23.63,26526.10938,1566333,18364
23.64,26573.7793,1566333,18364
23.64,26602.55078,1566333,18364
23.64,26798.38086,1566333,18364
23.65,26829.31055,1566333,18364
23.66,27202.36914,1566333,18364
23.66,27208.91016,1566333,18364
23.67,27370.63086,1566333,18364
23.68,27750.23047,1566333,18364
23.69,27761.75977,1566333,18364
23.69,27887.03906,1566333,18364
23.69,27936.43945,1566333,18364
23.69,27957.50977,1566333,18364
23.7,28007.60938,1566333,18364
23.7,28083.68945,1566333,18364
23.7,28126.23047,1566333,18364
23.7,28127.60938,1566333,18364
23.7,28146.07031,1566333,18364
23.7,28153.26953,1566333,18364
23.7,28155.28906,1566333,18364
23.71,28172.19922,1566333,18364
23.71,28238.81055,1566333,18364
