Stage_Height_ft_,Discharge_cfs_,RiverStation,XSID
9.71,399.1707764,2609,15447
10.16,820.4194946,2609,15447
10.53,1294.788208,2609,15447
11.61,2512.873535,2609,15447
0,0,2689,15558
12.64,28.92308426,2689,15558
13.35,399.1707764,2689,15558
14.07,820.4194946,2689,15558
14.49,1294.788208,2689,15558
15.35,2512.873535,2689,15558
0,0,2777,15445
12.52,28.92308426,2777,15445
14.54,399.1707764,2777,15445
15.07,820.4194946,2777,15445
15.59,1294.788208,2777,15445
16.69,2512.873535,2777,15445
0,0,2930,15444
12.12,28.92308426,2930,15444
14.59,399.1707764,2930,15444
15.65,820.4194946,2930,15444
16.49,1294.788208,2930,15444
17.72,2512.873535,2930,15444
0,0,2965,15443
11.93,28.92308426,2965,15443
14.41,399.1707764,2965,15443
15.48,820.4194946,2965,15443
16.32,1294.788208,2965,15443
17.58,2512.873535,2965,15443
0,0,3033,15442
11.57,28.92308426,3033,15442
14.05,399.1707764,3033,15442
15.13,820.4194946,3033,15442
15.97,1294.788208,3033,15442
17.23,2512.873535,3033,15442
0,0,3068,15441
11.39,28.92308426,3068,15441
13.87,399.1707764,3068,15441
14.95,820.4194946,3068,15441
15.79,1294.788208,3068,15441
17.05,2512.873535,3068,15441
0,0,1043,15467
10.71,2240.000244,1043,15467
11.2,2850,1043,15467
11.54,3389.999756,1043,15467
11.85,3840,1043,15467
12.59,5010,1043,15467
0,0,1250,15466
9.92,2240.000244,1250,15466
10.51,2850,1250,15466
10.97,3389.999756,1250,15466
11.32,3840,1250,15466
12.73,5010,1250,15466
0,0,1331,15465
9.98,2240.000244,1331,15465
10.67,2850,1331,15465
11.21,3389.999756,1331,15465
11.6,3840,1331,15465
13.01,5010,1331,15465
0,0,1352,15464
12.08,2240.000244,1352,15464
12.4,2850,1352,15464
13.39,3389.999756,1352,15464
13.93,3840,1352,15464
15.1,5010,1352,15464
0,0,1408,15463
11.4,2240.000244,1408,15463
11.54,2850,1408,15463
12.45,3389.999756,1408,15463
13.07,3840,1408,15463
14.53,5010,1408,15463
0,0,1520,15462
11.03,2240.000244,1520,15462
11.61,2850,1520,15462
12.55,3389.999756,1520,15462
12.96,3840,1520,15462
13.83,5010,1520,15462
0,0,1837,15461
7.74,2170.000244,1837,15461
8.36,2800,1837,15461
8.61,3289.999756,1837,15461
9.61,3790,1837,15461
10.8,4960,1837,15461
0,0,2098,15460
8.29,2170.000244,2098,15460
9.26,2800,2098,15460
9.95,3289.999756,2098,15460
10.11,3790,2098,15460
10.57,4960,2098,15460
0,0,2198,15459
6.28,2170.000244,2198,15459
7.39,2800,2198,15459
8.12,3289.999756,2198,15459
9.53,3790,2198,15459
10.9,4960,2198,15459
0,0,2266,15458
11.91,2170.000244,2266,15458
12.36,2800,2266,15458
12.57,3289.999756,2266,15458
13.01,3790,2266,15458
13.58,4960,2266,15458
0,0,2316,15457
11.59,2170.000244,2316,15457
11.98,2800,2316,15457
12.12,3289.999756,2316,15457
12.43,3790,2316,15457
12.6,4960,2316,15457
0,0,2463,15456
11.35,2170.000244,2463,15456
12.04,2800,2463,15456
12.58,3289.999756,2463,15456
13.35,3790,2463,15456
15.14,4960,2463,15456
0,0,2585,15455
8.65,2170.000244,2585,15455
9.51,2800,2585,15455
10.14,3289.999756,2585,15455
10.85,3790,2585,15455
12.4,4960,2585,15455
0,0,277,15475
5.9,2290.000244,277,15475
6.69,2890,277,15475
7.41,3439.999756,277,15475
7.95,3900,277,15475
9.26,5090,277,15475
0,0,423,15474
6.56,2290.000244,423,15474
7.31,2890,423,15474
8,3439.999756,423,15474
8.53,3900,423,15474
9.79,5090,423,15474
0,0,497,15473
8.13,2240.000244,497,15473
9.18,2850,497,15473
10.09,3389.999756,497,15473
10.81,3840,497,15473
12.55,5010,497,15473
0,0,560,15472
5.69,2240.000244,560,15472
6.53,2850,560,15472
7.19,3389.999756,560,15472
7.73,3840,560,15472
9.09,5010,560,15472
0,0,59,15476
8.33,2290.000244,59,15476
9.28,2890,59,15476
10.07,3439.999756,59,15476
10.69,3900,59,15476
12.17,5090,59,15476
0,0,645,15471
5.91,2240.000244,645,15471
6.72,2850,645,15471
7.48,3389.999756,645,15471
8.08,3840,645,15471
9.52,5010,645,15471
0,0,787,15470
5.7,2240.000244,787,15470
6.32,2850,787,15470
6.85,3389.999756,787,15470
7.26,3840,787,15470
10.1,5010,787,15470
0,0,889,15469
9.85,2240.000244,889,15469
10.18,2850,889,15469
10.37,3389.999756,889,15469
10.44,3840,889,15469
11.1,5010,889,15469
0,0,965,15468
10.24,2240.000244,965,15468
10.65,2850,965,15468
10.92,3389.999756,965,15468
11.15,3840,965,15468
11.84,5010,965,15468
0,0,1040,
7.23,801,1040,
8.92,1208,1040,
12.16,1311,1040,
18.21,1502,1040,
0,0,1245,
5.35,932,1245,
7.28,1559,1245,
9.91,1914,1245,
15.61,2457,1245,
0,0,1360,
6.67,787,1360,
8.4,1312,1360,
10.93,1611,1360,
16.6,2066,1360,
0,0,1475,
6.2,787,1475,
7.82,1312,1475,
10.07,1611,1475,
15.63,2066,1475,
0,0,1650,
6.05,787,1650,
6.88,1312,1650,
7.69,1611,1650,
13.32,2066,1650,
0,0,1840,
5.82,787,1840,
8.02,1312,1840,
8.89,1611,1840,
8.83,2066,1840,
0,0,185,
13.16,831,185,
15.32,1258,185,
15.79,1364,185,
16.61,1562,185,
0,0,2030,
3.97,787,2030,
5.44,1312,2030,
6.16,1611,2030,
7.15,2066,2030,
0,0,2210,
3.84,752,2210,
5.35,1245,2210,
6.1,1521,2210,
7.2,1948,2210,
0,0,2270,
10.99,752,2270,
15.94,1245,2270,
16.84,1521,2270,
17.89,1948,2270,
0,0,2425,
8.17,752,2425,
12.93,1245,2425,
13.85,1521,2425,
14.92,1948,2425,
0,0,2475,
7.39,722,2475,
12.06,1187,2475,
12.97,1450,2475,
14.03,1851,2475,
0,0,2515,
5.96,722,2515,
10.5,1187,2515,
11.41,1450,2515,
12.49,1851,2515,
0,0,2585,
5.3,722,2585,
9.67,1187,2585,
10.62,1450,2585,
11.74,1851,2585,
0,0,2665,
4.97,722,2665,
8.91,1187,2665,
9.87,1450,2665,
11.03,1851,2665,
0,0,2750,
3.87,722,2750,
5.57,1187,2750,
6.61,1450,2750,
7.78,1851,2750,
0,0,2830,
7.16,722,2830,
8.8,1187,2830,
8.83,1450,2830,
9.74,1851,2830,
0,0,2890,
6.29,722,2890,
7.93,1187,2890,
8.23,1450,2890,
9.16,1851,2890,
0,0,3095,
6,692,3095,
7.36,1130,3095,
8.24,1378,3095,
9.04,1755,3095,
0,0,330,
11.2,831,330,
13.24,1258,330,
13.67,1364,330,
14.43,1562,330,
0,0,3555,
11.56,692,3555,
13.21,1130,3555,
12.86,1378,3555,
13.41,1755,3555,
0,0,3595,
12.57,692,3595,
14.23,1130,3595,
13.89,1378,3595,
14.45,1755,3595,
0,0,3785,
12.58,666,3785,
14.25,1083,3785,
13.92,1315,3785,
14.49,1670,3785,
0,0,3915,
10.59,549,3915,
12.25,886,3915,
11.93,1074,3915,
12.5,1363,3915,
0,0,4030,
12.04,549,4030,
13.67,886,4030,
13.29,1074,4030,
13.81,1363,4030,
0,0,4055,
12.49,549,4055,
14.15,886,4055,
13.83,1074,4055,
14.4,1363,4055,
0,0,4090,
8.91,549,4090,
9.67,886,4090,
9.89,1074,4090,
10.31,1363,4090,
0,0,100,
4.52,221,100,
5.28,382,100,
5.5,471,100,
5.91,608,100,
0,0,110,
4.66,221,110,
5.51,382,110,
5.81,471,110,
6.31,608,110,
0,0,175,
2.72,221,175,
3.59,382,175,
4.01,471,175,
4.55,608,175,
0,0,295,
3.59,221,295,
4.56,382,295,
4.95,471,295,
5.49,608,295,
0,0,40,
8.07,221,40,
8.93,382,40,
9.22,471,40,
9.71,608,40,
0,0,415,
2.94,181,415,
3.73,317,415,
4.12,392,415,
4.64,509,415,
0,0,560,
2.43,181,560,
3.1,317,560,
3.34,392,560,
3.7,509,560,
0,0,670,
3.8,141,670,
4.76,253,670,
5.14,315,670,
5.63,410,670,
0,0,745,
5.47,141,745,
6.59,253,745,
7.02,315,745,
7.6,410,745,
0,0,785,
4.29,141,785,
5.45,253,785,
5.91,315,785,
6.53,410,785,
0,0,4170,
9.06,337,4170,
9.91,521,4170,
10.2,623,4170,
10.69,781,4170,
0,0,4200,
5.96,337,4200,
6.77,521,4200,
7.03,623,4200,
7.48,781,4200,
0,0,4210,
6,337,4210,
6.83,521,4210,
7.1,623,4210,
7.57,781,4210,
0,0,4330,
4.27,337,4330,
5.18,521,4330,
5.51,623,4330,
6.05,781,4330,
0,0,4445,
3.22,337,4445,
4.16,521,4445,
4.5,623,4445,
4.98,781,4445,
0,0,4455,
3.68,337,4455,
4.64,521,4455,
5.09,623,4455,
5.69,781,4455,
0,0,4530,
3.52,337,4530,
4.36,521,4530,
4.74,623,4530,
5.32,781,4530,
0,0,10018,12399
14.77,9830,10018,12399
16.16,13940,10018,12399
0,0,10659,12398
16.48,9830,10659,12398
17.9,13940,10659,12398
0,0,11000,12397
14.17,9830,11000,12397
15.53,13940,11000,12397
0,0,11324,12396
14.33,9830,11324,12396
15.88,13940,11324,12396
0,0,11596,12395
11.39,9830,11596,12395
13.09,13940,11596,12395
0,0,11862,12394
12.11,9830,11862,12394
13.7,13940,11862,12394
0,0,12503,12393
13.19,9830,12503,12393
14.06,13940,12503,12393
0,0,12668,12392
11.81,8400,12668,12392
12.7,11760,12668,12392
0,0,12733,12391
7.57,8400,12733,12391
8.71,11760,12733,12391
0,0,12793,12390
7.76,8400,12793,12390
8.6,11760,12793,12390
0,0,13108,12389
8.52,8400,13108,12389
9.51,11760,13108,12389
0,0,13503,12388
11.77,8400,13503,12388
12.76,11760,13503,12388
0,0,13721,12387
13.27,8400,13721,12387
14.27,11760,13721,12387
0,0,14001,12386
14.93,8400,14001,12386
16.02,11760,14001,12386
0,0,14142,12385
12.39,8400,14142,12385
13.55,11760,14142,12385
0,0,14748,12384
11.75,8290,14748,12384
13.01,11600,14748,12384
0,0,15272,12383
11.09,8290,15272,12383
12.37,11600,15272,12383
0,0,15626,12382
11.56,8020,15626,12382
12.79,11240,15626,12382
0,0,16321,12381
9.32,8020,16321,12381
10.24,11240,16321,12381
0,0,1661,12417
18.29,10800,1661,12417
19.46,15430,1661,12417
0,0,16818,12380
10.61,8000,16818,12380
11.44,11200,16818,12380
0,0,18034,12379
10.49,8000,18034,12379
11.65,11200,18034,12379
0,0,19629,12378
6.19,8000,19629,12378
6.81,11200,19629,12378
0,0,19670,12377
6.96,8000,19670,12377
7.56,11200,19670,12377
0,0,19938,12376
7.68,8000,19938,12376
8.61,11200,19938,12376
0,0,20398,12375
10.93,7930,20398,12375
11.9,11110,20398,12375
0,0,21089,12374
11.93,5670,21089,12374
12.99,8110,21089,12374
0,0,21435,12373
14.6,5670,21435,12373
16.12,8110,21435,12373
0,0,22488,12372
9.21,5670,22488,12372
10.83,8110,22488,12372
0,0,23056,12371
7.7,5670,23056,12371
9.35,8110,23056,12371
0,0,23414,12370
8.15,5670,23414,12370
9.71,8110,23414,12370
0,0,24057,12369
8.18,5350,24057,12369
9.58,7640,24057,12369
0,0,24508,12368
9.37,5350,24508,12368
10.8,7640,24508,12368
0,0,2527,12416
15.46,10660,2527,12416
16.23,15210,2527,12416
0,0,25378,12367
10.14,5350,25378,12367
11.97,7640,25378,12367
0,0,25830,12366
12.66,5350,25830,12366
15.06,7640,25830,12366
0,0,26733,12365
9.03,5350,26733,12365
11.38,7640,26733,12365
0,0,27222,12364
9.19,5350,27222,12364
10.74,7640,27222,12364
0,0,27728,12363
7.8,5350,27728,12363
9.17,7640,27728,12363
0,0,28150,12362
12.37,5350,28150,12362
13.95,7640,28150,12362
0,0,28462,12361
12.24,5350,28462,12361
14.01,7640,28462,12361
0,0,29034,12360
12.08,5350,29034,12360
12.97,7640,29034,12360
0,0,29756,12359
10.21,4990,29756,12359
11.68,7130,29756,12359
0,0,30139,12358
11.56,4990,30139,12358
13.03,7130,30139,12358
0,0,3031,12415
14.45,10660,3031,12415
15.44,15210,3031,12415
0,0,30548,12357
13.05,4990,30548,12357
14.43,7130,30548,12357
0,0,31079,12356
13.59,4990,31079,12356
14.99,7130,31079,12356
0,0,31353,12355
11.23,4990,31353,12355
12.62,7130,31353,12355
0,0,31408,12354
13.07,4990,31408,12354
15.02,7130,31408,12354
0,0,31586,12353
10.35,4990,31586,12353
12.28,7130,31586,12353
0,0,32102,12352
11.68,4990,32102,12352
13.17,7130,32102,12352
0,0,32558,12351
10.43,4910,32558,12351
11.62,7010,32558,12351
0,0,33176,12350
10.96,4910,33176,12350
12.1,7010,33176,12350
0,0,33488,12349
14.22,4910,33488,12349
15.32,7010,33488,12349
0,0,33557,12348
18.2,4910,33557,12348
19.48,7010,33557,12348
0,0,33755,12347
13.64,4910,33755,12347
14.89,7010,33755,12347
0,0,34013,12346
10.76,4640,34013,12346
11.95,6620,34013,12346
0,0,34144,12345
10.28,4640,34144,12345
11.84,6620,34144,12345
0,0,34264,12344
7.36,4640,34264,12344
8.37,6620,34264,12344
0,0,34876,12343
10.04,4640,34876,12343
10.81,6620,34876,12343
0,0,35233,12342
9.85,4620,35233,12342
10.67,6590,35233,12342
0,0,35653,12341
9.94,4620,35653,12341
11.05,6590,35653,12341
0,0,35985,12340
8.71,4620,35985,12340
9.8,6590,35985,12340
0,0,36077,12339
7.88,4620,36077,12339
9.13,6590,36077,12339
0,0,36224,12338
8.75,4620,36224,12338
10.12,6590,36224,12338
0,0,36598,12337
8.26,4620,36598,12337
9.18,6590,36598,12337
0,0,3666,12414
14.79,10660,3666,12414
16,15210,3666,12414
0,0,36718,12336
11.58,4370,36718,12336
13.07,6210,36718,12336
0,0,37005,12335
11.97,4370,37005,12335
14.1,6210,37005,12335
0,0,37222,12334
9.14,4370,37222,12334
10.65,6210,37222,12334
0,0,37742,12333
7.55,4370,37742,12333
8.69,6210,37742,12333
0,0,38263,12332
8.59,4370,38263,12332
9.48,6210,38263,12332
0,0,38756,12331
11.15,2770,38756,12331
11.94,3870,38756,12331
0,0,38998,12330
10.57,2770,38998,12330
11.51,3870,38998,12330
0,0,39492,12329
9.41,2770,39492,12329
10.66,3870,39492,12329
0,0,39999,12328
8.58,2770,39999,12328
9.67,3870,39999,12328
0,0,40599,12327
10.29,2610,40599,12327
11.4,3640,40599,12327
0,0,41003,12326
7.72,2610,41003,12326
8.88,3640,41003,12326
0,0,41246,12325
7.71,2610,41246,12325
9.37,3640,41246,12325
0,0,41761,12324
8.87,2610,41761,12324
9.44,3640,41761,12324
0,0,42182,12323
6.31,2610,42182,12323
7.36,3640,42182,12323
0,0,42460,12322
7.56,2610,42460,12322
8.33,3640,42460,12322
0,0,42784,12321
6.15,2610,42784,12321
7.17,3640,42784,12321
0,0,43230,12320
6.12,2250,43230,12320
6.75,3130,43230,12320
0,0,43711,12319
7.2,2250,43711,12319
7.97,3130,43711,12319
0,0,43887,12318
7.85,2100,43887,12318
8.67,2930,43887,12318
0,0,43965,12317
7.92,2100,43965,12317
8.94,2930,43965,12317
0,0,44062,12316
7.52,2100,44062,12316
8.68,2930,44062,12316
0,0,44248,12315
6.89,2100,44248,12315
8.05,2930,44248,12315
0,0,44451,12314
5.08,2100,44451,12314
6.25,2930,44451,12314
0,0,44483,12313
4.41,2100,44483,12313
5.57,2930,44483,12313
0,0,44502,12312
3.05,2100,44502,12312
4.3,2930,44502,12312
0,0,44541,12311
4.66,2100,44541,12311
5.41,2930,44541,12311
0,0,44607,12310
6.43,2100,44607,12310
7.7,2930,44607,12310
0,0,44666,12309
5.18,2100,44666,12309
6.56,2930,44666,12309
0,0,44781,12308
5.97,2100,44781,12308
6.54,2930,44781,12308
0,0,44841,12307
5.27,2100,44841,12307
5.64,2930,44841,12307
0,0,44948,12306
5.3,2100,44948,12306
5.73,2930,44948,12306
0,0,4503,12413
17.02,10550,4503,12413
17.88,15010,4503,12413
0,0,45502,12305
4.52,2100,45502,12305
5.31,2930,45502,12305
0,0,45940,12304
5.21,2100,45940,12304
5.84,2930,45940,12304
0,0,46495,12303
5.61,2100,46495,12303
6.23,2930,46495,12303
0,0,46527,12302
6.11,2100,46527,12302
6.72,2930,46527,12302
0,0,46685,12301
5.57,2100,46685,12301
6.18,2930,46685,12301
0,0,47231,12300
5.15,1750,47231,12300
5.75,2450,47231,12300
0,0,47392,12299
1.94,1750,47392,12299
2.29,2450,47392,12299
0,0,47460,12298
2.5,1750,47460,12298
2.95,2450,47460,12298
0,0,47848,12297
3.65,1750,47848,12297
3.97,2450,47848,12297
0,0,48211,12296
4.53,1750,48211,12296
5.16,2450,48211,12296
0,0,48244,12295
5.48,1750,48244,12295
6.07,2450,48244,12295
0,0,48442,12294
4.02,1750,48442,12294
4.48,2450,48442,12294
0,0,48769,12293
3.92,1750,48769,12293
4.34,2450,48769,12293
0,0,5085,12412
14.75,10550,5085,12412
15.74,15010,5085,12412
0,0,5701,12411
14.23,10550,5701,12411
15.36,15010,5701,12411
0,0,6158,12410
15.13,10550,6158,12410
16.77,15010,6158,12410
0,0,6576,12409
15.7,10440,6576,12409
16.82,14850,6576,12409
0,0,6987,12408
17.76,10430,6987,12408
19.11,14820,6987,12408
0,0,7213,12407
14.9,10430,7213,12407
16.23,14820,7213,12407
0,0,7546,12406
15.29,10390,7546,12406
16.79,14770,7546,12406
0,0,7873,12405
14.79,10080,7873,12405
16.2,14320,7873,12405
0,0,8113,12404
14.91,10080,8113,12404
15.91,14320,8113,12404
0,0,8210,12403
18.32,10080,8210,12403
19.18,14320,8210,12403
0,0,8404,12402
17.26,10080,8404,12402
18.17,14320,8404,12402
0,0,8954,12401
15.59,10080,8954,12401
16.69,14320,8954,12401
0,0,9568,12400
15.54,9830,9568,12400
16.85,13940,9568,12400
0,0,965,12418
16.66,10810,965,12418
17.94,15440,965,12418
0,0,10332,12159
2.59,1260,10332,12159
2.92,1850,10332,12159
0,0,1102,12180
9.33,1590,1102,12180
10.44,2360,1102,12180
0,0,1558,12179
5.88,1590,1558,12179
6.56,2360,1558,12179
0,0,2095,12178
6,1260,2095,12178
6.82,1850,2095,12178
0,0,2857,12177
5.21,1260,2857,12177
5.91,1850,2857,12177
0,0,3509,12176
7.06,1260,3509,12176
7.89,1850,3509,12176
0,0,4091,12175
4.59,1260,4091,12175
5.37,1850,4091,12175
0,0,4437,12174
3.72,1260,4437,12174
4.35,1850,4437,12174
0,0,485,12182
6.19,1590,485,12182
6.76,2360,485,12182
0,0,5015,12173
3.61,1260,5015,12173
4.31,1850,5015,12173
0,0,5117,12172
7.51,1260,5117,12172
7.92,1850,5117,12172
0,0,5227,12171
7.04,1260,5227,12171
7.57,1850,5227,12171
0,0,5366,12170
3.65,1260,5366,12170
4.17,1850,5366,12170
0,0,5583,12169
3.56,1260,5583,12169
4.13,1850,5583,12169
0,0,5953,12168
3.37,1260,5953,12168
3.87,1850,5953,12168
0,0,6667,12167
4.33,1260,6667,12167
4.9,1850,6667,12167
0,0,7451,12166
2.72,1260,7451,12166
3.13,1850,7451,12166
0,0,7919,12165
4.65,1260,7919,12165
5.09,1850,7919,12165
0,0,8335,12164
4.16,1260,8335,12164
4.66,1850,8335,12164
0,0,869,12181
7.55,1590,869,12181
8.36,2360,869,12181
0,0,9183,12163
3.43,1260,9183,12163
3.63,1850,9183,12163
0,0,9565,12162
3.72,1260,9565,12162
4.05,1850,9565,12162
0,0,9595,12161
3.88,1260,9595,12161
4.19,1850,9595,12161
0,0,9701,12160
2.94,1260,9701,12160
3.4,1850,9701,12160
0,0,10007,12232
7.49,1130,10007,12232
8.08,1520,10007,12232
0,0,10096,12231
5.56,1130,10096,12231
6.17,1520,10096,12231
0,0,10745,12230
4.08,1130,10745,12230
4.54,1520,10745,12230
0,0,11336,12229
5.16,1130,11336,12229
5.73,1520,11336,12229
0,0,11708,12228
5.98,1130,11708,12228
6.63,1520,11708,12228
0,0,1178,12250
6.95,2620,1178,12250
7.94,3640,1178,12250
0,0,11868,12227
5.9,1130,11868,12227
7.2,1520,11868,12227
0,0,11894,12226
4.64,1130,11894,12226
5.91,1520,11894,12226
0,0,11991,12225
4.63,1130,11991,12225
4.93,1520,11991,12225
0,0,12442,12224
4.69,620,12442,12224
5.15,830,12442,12224
0,0,12894,12223
3.27,620,12894,12223
3.5,830,12894,12223
0,0,13161,12222
4.33,620,13161,12222
4.49,830,13161,12222
0,0,13227,12221
5.12,620,13227,12221
6.14,830,13227,12221
0,0,13505,12220
4.14,620,13505,12220
5.1,830,13505,12220
0,0,13934,12219
1.79,620,13934,12219
2.03,830,13934,12219
0,0,14282,12218
3.23,620,14282,12218
3.59,830,14282,12218
0,0,14516,12217
1.89,320,14516,12217
2.35,430,14516,12217
0,0,14647,12216
2.64,320,14647,12216
3.23,430,14647,12216
0,0,14941,12215
2.02,320,14941,12215
2.33,430,14941,12215
0,0,15056,12214
4.84,320,15056,12214
5.68,430,15056,12214
0,0,15199,12213
3.57,320,15199,12213
4.41,430,15199,12213
0,0,15457,12212
3.15,320,15457,12212
3.99,430,15457,12212
0,0,15630,12211
3.85,320,15630,12211
4.25,430,15630,12211
0,0,15863,12210
1.4,320,15863,12210
1.54,430,15863,12210
0,0,15999,12209
1.65,200,15999,12209
1.85,280,15999,12209
0,0,16241,12208
1.82,200,16241,12208
2.1,280,16241,12208
0,0,16575,12207
1.4,200,16575,12207
1.53,280,16575,12207
0,0,1782,12249
8.65,2620,1782,12249
9.45,3640,1782,12249
0,0,191,12252
7.06,2620,191,12252
7.9,3640,191,12252
0,0,2350,12248
9.84,2620,2350,12248
10.7,3640,2350,12248
0,0,2821,12247
9.5,2620,2821,12247
10.81,3640,2821,12247
0,0,3265,12246
10.19,2180,3265,12246
11.75,2990,3265,12246
0,0,3637,12245
8.37,2180,3637,12245
9.1,2990,3637,12245
0,0,4219,12244
8.21,2180,4219,12244
8.87,2990,4219,12244
0,0,4873,12243
8.35,2180,4873,12243
9.15,2990,4873,12243
0,0,5421,12242
12.61,2180,5421,12242
13.63,2990,5421,12242
0,0,6133,12241
9.84,2180,6133,12241
10.7,2990,6133,12241
0,0,654,12251
6.91,2620,654,12251
7.77,3640,654,12251
0,0,6747,12240
8.63,2180,6747,12240
9.65,2990,6747,12240
0,0,7271,12239
5.74,1410,7271,12239
6.38,1920,7271,12239
0,0,7656,12238
7.58,1410,7656,12238
8.39,1920,7656,12238
0,0,8248,12237
6.98,1410,8248,12237
7.91,1920,8248,12237
0,0,8733,12236
4.88,1130,8733,12236
5.48,1520,8733,12236
0,0,9159,12235
8.42,1130,9159,12235
9.09,1520,9159,12235
0,0,9922,12234
4.45,1130,9922,12234
5.06,1520,9922,12234
0,0,9972,12233
6.55,1130,9972,12233
7.13,1520,9972,12233
0,0,1247,12275
6.92,1300,1247,12275
7.62,1920,1247,12275
0,0,1836,12274
5.61,1300,1836,12274
6.03,1920,1836,12274
0,0,2457,12273
5.57,1020,2457,12273
6.05,1580,2457,12273
0,0,2518,12272
7.43,1020,2518,12272
7.95,1580,2518,12272
0,0,2659,12271
3.91,1020,2659,12271
4.52,1580,2659,12271
0,0,312,12277
6.31,1510,312,12277
8.09,2150,312,12277
0,0,3228,12270
5.57,1020,3228,12270
6.07,1580,3228,12270
0,0,3627,12269
5.79,1020,3627,12269
6.49,1580,3627,12269
0,0,4151,12268
6.62,780,4151,12268
7.23,1150,4151,12268
0,0,4787,12267
3.76,780,4787,12267
4.33,1150,4787,12267
0,0,5235,12266
1.92,780,5235,12266
2.31,1150,5235,12266
0,0,5467,12265
2.65,780,5467,12265
3.13,1150,5467,12265
0,0,5836,12264
3.23,780,5836,12264
3.67,1150,5836,12264
0,0,5860,12263
4.2,780,5860,12263
4.65,1150,5860,12263
0,0,6078,12262
5.77,630,6078,12262
6.29,920,6078,12262
0,0,6137,12261
6.78,630,6137,12261
7.4,920,6137,12261
0,0,6212,12260
4.3,630,6212,12260
4.88,920,6212,12260
0,0,6547,12259
3.32,630,6547,12259
3.92,920,6547,12259
0,0,6720,12258
3.1,630,6720,12258
3.68,920,6720,12258
0,0,7241,12257
2.23,630,7241,12257
2.52,920,7241,12257
0,0,74,12278
2.75,1510,74,12278
3.28,2150,74,12278
0,0,797,12276
6.92,1510,797,12276
7.48,2150,797,12276
0,0,7972,12256
4.18,630,7972,12256
4.69,920,7972,12256
0,0,8546,12255
4.04,630,8546,12255
4.68,920,8546,12255
0,0,8927,12254
2.9,630,8927,12254
3.4,920,8927,12254
0,0,9621,12253
6.8,630,9621,12253
7.17,920,9621,12253
0,0,1054,12291
3.23,740,1054,12291
3.62,1030,1054,12291
0,0,1404,12290
3.87,740,1404,12290
4.23,1030,1404,12290
0,0,1677,12289
3.36,740,1677,12289
3.7,1030,1677,12289
0,0,1938,12288
5.07,740,1938,12288
5.4,1030,1938,12288
0,0,2116,12287
4.38,740,2116,12287
4.7,1030,2116,12287
0,0,2211,12286
3.1,740,2211,12286
3.5,1030,2211,12286
0,0,2483,12285
3.09,740,2483,12285
3.57,1030,2483,12285
0,0,2652,12284
3.05,740,2652,12284
3.53,1030,2652,12284
0,0,3039,12283
1.92,740,3039,12283
2.23,1030,3039,12283
0,0,3332,12282
3.43,740,3332,12282
3.86,1030,3332,12282
0,0,3701,12281
2.78,740,3701,12281
3.22,1030,3701,12281
0,0,4128,12280
4.61,740,4128,12280
5.06,1030,4128,12280
0,0,4199,12279
4.9,740,4199,12279
5.42,1030,4199,12279
0,0,772,12292
4.02,740,772,12292
4.47,1030,772,12292
0,0,1059,18810
7.77,1120,1059,18810
8.94,1640,1059,18810
10,2010,1059,18810
11.08,2610,1059,18810
11.66,3070,1059,18810
12.34,3730,1059,18810
0,0,1093,18809
5.57,1120,1093,18809
6.55,1640,1093,18809
7.65,2010,1093,18809
8.74,2610,1093,18809
9.29,3070,1093,18809
10.09,3730,1093,18809
0,0,1140,18808
11.04,1120,1140,18808
12.23,1640,1140,18808
12.8,2010,1140,18808
13.87,2610,1140,18808
14.59,3070,1140,18808
15.11,3730,1140,18808
0,0,1147,18807
11.78,1120,1147,18807
12.94,1640,1147,18807
13.28,2010,1147,18807
13.72,2610,1147,18807
14.04,3070,1147,18807
13.82,3730,1147,18807
0,0,1250,18806
7.64,1120,1250,18806
8.89,1640,1250,18806
9.27,2010,1250,18806
9.75,2610,1250,18806
11.03,3070,1250,18806
11.65,3730,1250,18806
0,0,1370,18805
11.42,1120,1370,18805
12.85,1640,1370,18805
13.73,2010,1370,18805
15.04,2610,1370,18805
15.31,3070,1370,18805
15.92,3730,1370,18805
0,0,1382,18804
11.56,1120,1382,18804
13.15,1640,1382,18804
13.61,2010,1382,18804
14.23,2610,1382,18804
13.77,3070,1382,18804
15.9,3730,1382,18804
0,0,1408,18803
9.67,1120,1408,18803
11.54,1640,1408,18803
12.26,2010,1408,18803
13.16,2610,1408,18803
13.76,3070,1408,18803
14.61,3730,1408,18803
0,0,1443,18802
11.4,1120,1443,18802
13.35,1640,1443,18802
14,2010,1443,18802
14.8,2610,1443,18802
15.33,3070,1443,18802
16.04,3730,1443,18802
0,0,1538,18801
8.44,1120,1538,18801
10.43,1640,1538,18801
11.1,2010,1538,18801
11.97,2610,1538,18801
12.55,3070,1538,18801
13.32,3730,1538,18801
0,0,1693,18800
9.13,1120,1693,18800
10.61,1640,1693,18800
11.29,2010,1693,18800
12.02,2610,1693,18800
12.54,3070,1693,18800
13.24,3730,1693,18800
0,0,1838,18799
9.67,1120,1838,18799
11.01,1640,1838,18799
11.69,2010,1838,18799
12.41,2610,1838,18799
12.79,3070,1838,18799
13.15,3730,1838,18799
0,0,1913,18798
8.57,1120,1913,18798
10.14,1640,1913,18798
11.06,2010,1913,18798
12.34,2610,1913,18798
